Kupovina,Održavanje,Vrata,Broj_osoba,Prtljažnik,Bezbednost,Klasa
srednja,srednja,2,4,mali,srednja,prihv
srednja,srednja,2,4,mali,visoka,prihv
srednja,srednja,2,4,srednja,niska,neprihv
srednja,srednja,2,4,srednja,srednja,prihv
srednja,srednja,2,4,srednja,visoka,prihv
srednja,srednja,2,4,veliki,niska,neprihv
srednja,srednja,2,4,veliki,srednja,prihv
srednja,srednja,2,4,veliki,visoka,vdobar
srednja,srednja,2,više,mali,niska,neprihv
srednja,srednja,2,više,mali,srednja,neprihv
srednja,srednja,2,više,mali,visoka,neprihv
srednja,srednja,2,više,srednja,niska,neprihv
srednja,srednja,2,više,srednja,srednja,prihv
srednja,srednja,2,više,srednja,visoka,prihv
srednja,srednja,2,više,veliki,niska,neprihv
srednja,srednja,2,više,veliki,srednja,prihv
srednja,srednja,2,više,veliki,visoka,vdobar
srednja,srednja,3,2,mali,niska,neprihv
srednja,srednja,3,2,mali,srednja,neprihv
srednja,srednja,3,2,mali,visoka,neprihv
srednja,srednja,3,2,srednja,niska,neprihv
srednja,srednja,3,2,srednja,srednja,neprihv
srednja,srednja,3,2,srednja,visoka,neprihv
srednja,srednja,3,2,veliki,niska,neprihv
srednja,srednja,3,2,veliki,srednja,neprihv
srednja,srednja,3,2,veliki,visoka,neprihv
srednja,srednja,3,4,mali,niska,neprihv
srednja,srednja,3,4,mali,srednja,prihv
srednja,srednja,3,4,mali,visoka,prihv
srednja,srednja,3,4,srednja,niska,neprihv
srednja,srednja,3,4,srednja,srednja,prihv
srednja,srednja,3,4,srednja,visoka,prihv
srednja,srednja,3,4,veliki,niska,neprihv
srednja,srednja,3,4,veliki,srednja,prihv
srednja,srednja,3,4,veliki,visoka,vdobar
srednja,srednja,3,više,mali,niska,neprihv
srednja,srednja,3,više,mali,srednja,prihv
srednja,srednja,3,više,mali,visoka,prihv
srednja,srednja,3,više,srednja,niska,neprihv
srednja,srednja,3,više,srednja,srednja,prihv
srednja,srednja,3,više,srednja,visoka,vdobar
srednja,srednja,3,više,veliki,niska,neprihv
srednja,srednja,3,više,veliki,srednja,prihv
srednja,srednja,3,više,veliki,visoka,vdobar
srednja,srednja,4,2,mali,niska,neprihv
srednja,srednja,4,2,mali,srednja,neprihv
srednja,srednja,4,2,mali,visoka,neprihv
srednja,srednja,4,2,srednja,niska,neprihv
srednja,srednja,4,2,srednja,srednja,neprihv
srednja,srednja,4,2,srednja,visoka,neprihv
srednja,srednja,4,2,veliki,niska,neprihv
srednja,srednja,4,2,veliki,srednja,neprihv
srednja,srednja,4,2,veliki,visoka,neprihv
srednja,srednja,4,4,mali,niska,neprihv
srednja,srednja,4,4,mali,srednja,prihv
srednja,srednja,4,4,mali,visoka,prihv
srednja,srednja,4,4,srednja,niska,neprihv
srednja,srednja,4,4,srednja,srednja,prihv
srednja,srednja,4,4,srednja,visoka,vdobar
srednja,srednja,4,4,veliki,niska,neprihv
srednja,srednja,4,4,veliki,srednja,prihv
srednja,srednja,4,4,veliki,visoka,vdobar
srednja,srednja,4,više,mali,niska,neprihv
srednja,srednja,4,više,mali,srednja,prihv
srednja,srednja,4,više,mali,visoka,prihv
srednja,srednja,4,više,srednja,niska,neprihv
srednja,srednja,4,više,srednja,srednja,prihv
srednja,srednja,4,više,srednja,visoka,vdobar
srednja,srednja,4,više,veliki,niska,neprihv
srednja,srednja,4,više,veliki,srednja,prihv
srednja,srednja,4,više,veliki,visoka,vdobar
srednja,srednja,5više,2,mali,niska,neprihv
srednja,srednja,5više,2,mali,srednja,neprihv
srednja,srednja,5više,2,mali,visoka,neprihv
srednja,srednja,5više,2,srednja,niska,neprihv
srednja,srednja,5više,2,srednja,srednja,neprihv
srednja,srednja,5više,2,srednja,visoka,neprihv
srednja,srednja,5više,2,veliki,niska,neprihv
srednja,srednja,5više,2,veliki,srednja,neprihv
srednja,srednja,5više,2,veliki,visoka,neprihv
srednja,srednja,5više,4,mali,niska,neprihv
srednja,srednja,5više,4,mali,srednja,prihv
srednja,srednja,5više,4,mali,visoka,prihv
srednja,srednja,5više,4,srednja,niska,neprihv
srednja,srednja,5više,4,srednja,srednja,prihv
srednja,srednja,5više,4,srednja,visoka,vdobar
srednja,srednja,5više,4,veliki,niska,neprihv
srednja,srednja,5više,4,veliki,srednja,prihv
srednja,srednja,5više,4,veliki,visoka,vdobar
srednja,srednja,5više,više,mali,niska,neprihv
srednja,srednja,5više,više,mali,srednja,prihv
srednja,srednja,5više,više,mali,visoka,prihv
srednja,srednja,5više,više,srednja,niska,neprihv
srednja,srednja,5više,više,srednja,srednja,prihv
srednja,srednja,5više,više,srednja,visoka,vdobar
srednja,srednja,5više,više,veliki,niska,neprihv
srednja,srednja,5više,više,veliki,srednja,prihv
srednja,srednja,5više,više,veliki,visoka,vdobar
srednja,niska,2,2,mali,niska,neprihv
srednja,niska,2,2,mali,srednja,neprihv
srednja,niska,2,2,mali,visoka,neprihv
srednja,niska,2,2,srednja,niska,neprihv
srednja,niska,2,2,srednja,srednja,neprihv
srednja,niska,2,2,srednja,visoka,neprihv
srednja,niska,2,2,veliki,niska,neprihv
srednja,niska,2,2,veliki,srednja,neprihv
srednja,niska,2,2,veliki,visoka,neprihv
srednja,niska,2,4,mali,niska,neprihv
srednja,niska,2,4,mali,srednja,prihv
srednja,niska,2,4,mali,visoka,dobar
srednja,niska,2,4,srednja,niska,neprihv
srednja,niska,2,4,srednja,srednja,prihv
srednja,niska,2,4,srednja,visoka,dobar
srednja,niska,2,4,veliki,niska,neprihv
srednja,niska,2,4,veliki,srednja,dobar
srednja,niska,2,4,veliki,visoka,vdobar
srednja,niska,2,više,mali,niska,neprihv
srednja,niska,2,više,mali,srednja,neprihv
srednja,niska,2,više,mali,visoka,neprihv
srednja,niska,2,više,srednja,niska,neprihv
srednja,niska,2,više,srednja,srednja,prihv
srednja,niska,2,više,srednja,visoka,dobar
srednja,niska,2,više,veliki,niska,neprihv
srednja,niska,2,više,veliki,srednja,dobar
srednja,niska,2,više,veliki,visoka,vdobar
srednja,niska,3,2,mali,niska,neprihv
srednja,niska,3,2,mali,srednja,neprihv
srednja,niska,3,2,mali,visoka,neprihv
srednja,niska,3,2,srednja,niska,neprihv
srednja,niska,3,2,srednja,srednja,neprihv
srednja,niska,3,2,srednja,visoka,neprihv
srednja,niska,3,2,veliki,niska,neprihv
srednja,niska,3,2,veliki,srednja,neprihv
srednja,niska,3,2,veliki,visoka,neprihv
srednja,niska,3,4,mali,niska,neprihv
srednja,niska,3,4,mali,srednja,prihv
srednja,niska,3,4,mali,visoka,dobar
srednja,niska,3,4,srednja,niska,neprihv
srednja,niska,3,4,srednja,srednja,prihv
srednja,niska,3,4,srednja,visoka,dobar
srednja,niska,3,4,veliki,niska,neprihv
srednja,niska,3,4,veliki,srednja,dobar
srednja,niska,3,4,veliki,visoka,vdobar
srednja,niska,3,više,mali,niska,neprihv
srednja,niska,3,više,mali,srednja,prihv
srednja,niska,3,više,mali,visoka,dobar
srednja,niska,3,više,srednja,niska,neprihv
srednja,niska,3,više,srednja,srednja,dobar
srednja,niska,3,više,srednja,visoka,vdobar
srednja,niska,3,više,veliki,niska,neprihv
srednja,niska,3,više,veliki,srednja,dobar
srednja,niska,3,više,veliki,visoka,vdobar
srednja,niska,4,2,mali,niska,neprihv
srednja,niska,4,2,mali,srednja,neprihv
srednja,niska,4,2,mali,visoka,neprihv
srednja,niska,4,2,srednja,niska,neprihv
srednja,niska,4,2,srednja,srednja,neprihv
srednja,niska,4,2,srednja,visoka,neprihv
srednja,niska,4,2,veliki,niska,neprihv
srednja,niska,4,2,veliki,srednja,neprihv
srednja,niska,4,2,veliki,visoka,neprihv
srednja,niska,4,4,mali,niska,neprihv
srednja,niska,4,4,mali,srednja,prihv
srednja,niska,4,4,mali,visoka,dobar
srednja,niska,4,4,srednja,niska,neprihv
srednja,niska,4,4,srednja,srednja,dobar
srednja,niska,4,4,srednja,visoka,vdobar
srednja,niska,4,4,veliki,niska,neprihv
srednja,niska,4,4,veliki,srednja,dobar
srednja,niska,4,4,veliki,visoka,vdobar
srednja,niska,4,više,mali,niska,neprihv
srednja,niska,4,više,mali,srednja,prihv
srednja,niska,4,više,mali,visoka,dobar
srednja,niska,4,više,srednja,niska,neprihv
srednja,niska,4,više,srednja,srednja,dobar
srednja,niska,4,više,srednja,visoka,vdobar
srednja,niska,4,više,veliki,niska,neprihv
srednja,niska,4,više,veliki,srednja,dobar
srednja,niska,4,više,veliki,visoka,vdobar
srednja,niska,5više,2,mali,niska,neprihv
srednja,niska,5više,2,mali,srednja,neprihv
srednja,niska,5više,2,mali,visoka,neprihv
srednja,niska,5više,2,srednja,niska,neprihv
srednja,niska,5više,2,srednja,srednja,neprihv
srednja,niska,5više,2,srednja,visoka,neprihv
srednja,niska,5više,2,veliki,niska,neprihv
srednja,niska,5više,2,veliki,srednja,neprihv
srednja,niska,5više,2,veliki,visoka,neprihv
srednja,niska,5više,4,mali,niska,neprihv
srednja,niska,5više,4,mali,srednja,prihv
srednja,niska,5više,4,mali,visoka,dobar
srednja,niska,5više,4,srednja,niska,neprihv
srednja,niska,5više,4,srednja,srednja,dobar
srednja,niska,5više,4,srednja,visoka,vdobar
srednja,niska,5više,4,veliki,niska,neprihv
srednja,niska,5više,4,veliki,srednja,dobar
srednja,niska,5više,4,veliki,visoka,vdobar
srednja,niska,5više,više,mali,niska,neprihv
srednja,niska,5više,više,mali,srednja,prihv
srednja,niska,5više,više,mali,visoka,dobar
srednja,niska,5više,više,srednja,niska,neprihv
srednja,niska,5više,više,srednja,srednja,dobar
srednja,niska,5više,više,srednja,visoka,vdobar
srednja,niska,5više,više,veliki,niska,neprihv
srednja,niska,5više,više,veliki,srednja,dobar
srednja,niska,5više,više,veliki,visoka,vdobar
niska,vvisoka,2,2,mali,niska,neprihv
niska,vvisoka,2,2,mali,srednja,neprihv
niska,vvisoka,2,2,mali,visoka,neprihv
niska,vvisoka,2,2,srednja,niska,neprihv
niska,vvisoka,2,2,srednja,srednja,neprihv
niska,vvisoka,2,2,srednja,visoka,neprihv
niska,vvisoka,2,2,veliki,niska,neprihv
niska,vvisoka,2,2,veliki,srednja,neprihv
niska,vvisoka,2,2,veliki,visoka,neprihv
niska,vvisoka,2,4,mali,niska,neprihv
niska,vvisoka,2,4,mali,srednja,neprihv
niska,vvisoka,2,4,mali,visoka,prihv
niska,vvisoka,2,4,srednja,niska,neprihv
niska,vvisoka,2,4,srednja,srednja,neprihv
niska,vvisoka,2,4,srednja,visoka,prihv
niska,vvisoka,2,4,veliki,niska,neprihv
niska,vvisoka,2,4,veliki,srednja,prihv
niska,vvisoka,2,4,veliki,visoka,prihv
niska,vvisoka,2,više,mali,niska,neprihv
niska,vvisoka,2,više,mali,srednja,neprihv
niska,vvisoka,2,više,mali,visoka,neprihv
niska,vvisoka,2,više,srednja,niska,neprihv
niska,vvisoka,2,više,srednja,srednja,neprihv
niska,vvisoka,2,više,srednja,visoka,prihv
niska,vvisoka,2,više,veliki,niska,neprihv
niska,vvisoka,2,više,veliki,srednja,prihv
niska,vvisoka,2,više,veliki,visoka,prihv
niska,vvisoka,3,2,mali,niska,neprihv
niska,vvisoka,3,2,mali,srednja,neprihv
niska,vvisoka,3,2,mali,visoka,neprihv
niska,vvisoka,3,2,srednja,niska,neprihv
niska,vvisoka,3,2,srednja,srednja,neprihv
niska,vvisoka,3,2,srednja,visoka,neprihv
niska,vvisoka,3,2,veliki,niska,neprihv
niska,vvisoka,3,2,veliki,srednja,neprihv
niska,vvisoka,3,2,veliki,visoka,neprihv
niska,vvisoka,3,4,mali,niska,neprihv
niska,vvisoka,3,4,mali,srednja,neprihv
niska,vvisoka,3,4,mali,visoka,prihv
niska,vvisoka,3,4,srednja,niska,neprihv
niska,vvisoka,3,4,srednja,srednja,neprihv
niska,vvisoka,3,4,srednja,visoka,prihv
niska,vvisoka,3,4,veliki,niska,neprihv
niska,vvisoka,3,4,veliki,srednja,prihv
niska,vvisoka,3,4,veliki,visoka,prihv
niska,vvisoka,3,više,mali,niska,neprihv
niska,vvisoka,3,više,mali,srednja,neprihv
niska,vvisoka,3,više,mali,visoka,prihv
niska,vvisoka,3,više,srednja,niska,neprihv
niska,vvisoka,3,više,srednja,srednja,prihv
niska,vvisoka,3,više,srednja,visoka,prihv
niska,vvisoka,3,više,veliki,niska,neprihv
niska,vvisoka,3,više,veliki,srednja,prihv
niska,vvisoka,3,više,veliki,visoka,prihv
niska,vvisoka,4,2,mali,niska,neprihv
niska,vvisoka,4,2,mali,srednja,neprihv
niska,vvisoka,4,2,mali,visoka,neprihv
niska,vvisoka,4,2,srednja,niska,neprihv
niska,vvisoka,4,2,srednja,srednja,neprihv
niska,vvisoka,4,2,srednja,visoka,neprihv
niska,vvisoka,4,2,veliki,niska,neprihv
niska,vvisoka,4,2,veliki,srednja,neprihv
niska,vvisoka,4,2,veliki,visoka,neprihv
niska,vvisoka,4,4,mali,niska,neprihv
niska,vvisoka,4,4,mali,srednja,neprihv
niska,vvisoka,4,4,mali,visoka,prihv
niska,vvisoka,4,4,srednja,niska,neprihv
niska,vvisoka,4,4,srednja,srednja,prihv
niska,vvisoka,4,4,srednja,visoka,prihv
niska,vvisoka,4,4,veliki,niska,neprihv
niska,vvisoka,4,4,veliki,srednja,prihv
niska,vvisoka,4,4,veliki,visoka,prihv
niska,vvisoka,4,više,mali,niska,neprihv
niska,vvisoka,4,više,mali,srednja,neprihv
niska,vvisoka,4,više,mali,visoka,prihv
niska,vvisoka,4,više,srednja,niska,neprihv
niska,vvisoka,4,više,srednja,srednja,prihv
niska,vvisoka,4,više,srednja,visoka,prihv
niska,vvisoka,4,više,veliki,niska,neprihv
niska,vvisoka,4,više,veliki,srednja,prihv
niska,vvisoka,4,više,veliki,visoka,prihv
niska,vvisoka,5više,2,mali,niska,neprihv
niska,vvisoka,5više,2,mali,srednja,neprihv
niska,vvisoka,5više,2,mali,visoka,neprihv
niska,vvisoka,5više,2,srednja,niska,neprihv
niska,vvisoka,5više,2,srednja,srednja,neprihv
niska,vvisoka,5više,2,srednja,visoka,neprihv
niska,vvisoka,5više,2,veliki,niska,neprihv
niska,vvisoka,5više,2,veliki,srednja,neprihv
niska,vvisoka,5više,2,veliki,visoka,neprihv
niska,vvisoka,5više,4,mali,niska,neprihv
niska,vvisoka,5više,4,mali,srednja,neprihv
niska,vvisoka,5više,4,mali,visoka,prihv
niska,vvisoka,5više,4,srednja,niska,neprihv
niska,vvisoka,5više,4,srednja,srednja,prihv
niska,vvisoka,5više,4,srednja,visoka,prihv
niska,vvisoka,5više,4,veliki,niska,neprihv
niska,vvisoka,5više,4,veliki,srednja,prihv
niska,vvisoka,5više,4,veliki,visoka,prihv
niska,vvisoka,5više,više,mali,niska,neprihv
niska,vvisoka,5više,više,mali,srednja,neprihv
niska,vvisoka,5više,više,mali,visoka,prihv
niska,vvisoka,5više,više,srednja,niska,neprihv
niska,vvisoka,5više,više,srednja,srednja,prihv
niska,vvisoka,5više,više,srednja,visoka,prihv
niska,vvisoka,5više,više,veliki,niska,neprihv
niska,vvisoka,5više,više,veliki,srednja,prihv
niska,vvisoka,5više,više,veliki,visoka,prihv
niska,visoka,2,2,mali,niska,neprihv
niska,visoka,2,2,mali,srednja,neprihv
niska,visoka,2,2,mali,visoka,neprihv
niska,visoka,2,2,srednja,niska,neprihv
niska,visoka,2,2,srednja,srednja,neprihv
niska,visoka,2,2,srednja,visoka,neprihv
niska,visoka,2,2,veliki,niska,neprihv
niska,visoka,2,2,veliki,srednja,neprihv
niska,visoka,2,2,veliki,visoka,neprihv
niska,visoka,2,4,mali,niska,neprihv
niska,visoka,2,4,mali,srednja,prihv
niska,visoka,2,4,mali,visoka,prihv
niska,visoka,2,4,srednja,niska,neprihv
niska,visoka,2,4,srednja,srednja,prihv
niska,visoka,2,4,srednja,visoka,prihv
niska,visoka,2,4,veliki,niska,neprihv
niska,visoka,2,4,veliki,srednja,prihv
niska,visoka,2,4,veliki,visoka,vdobar
niska,visoka,2,više,mali,niska,neprihv
niska,visoka,2,više,mali,srednja,neprihv
niska,visoka,2,više,mali,visoka,neprihv
niska,visoka,2,više,srednja,niska,neprihv
niska,visoka,2,više,srednja,srednja,prihv
niska,visoka,2,više,srednja,visoka,prihv
niska,visoka,2,više,veliki,niska,neprihv
niska,visoka,2,više,veliki,srednja,prihv
niska,visoka,2,više,veliki,visoka,vdobar
niska,visoka,3,2,mali,niska,neprihv
niska,visoka,3,2,mali,srednja,neprihv
niska,visoka,3,2,mali,visoka,neprihv
niska,visoka,3,2,srednja,niska,neprihv
niska,visoka,3,2,srednja,srednja,neprihv
niska,visoka,3,2,srednja,visoka,neprihv
niska,visoka,3,2,veliki,niska,neprihv
niska,visoka,3,2,veliki,srednja,neprihv
niska,visoka,3,2,veliki,visoka,neprihv
niska,visoka,3,4,mali,niska,neprihv
niska,visoka,3,4,mali,srednja,prihv
niska,visoka,3,4,mali,visoka,prihv
niska,visoka,3,4,srednja,niska,neprihv
niska,visoka,3,4,srednja,srednja,prihv
niska,visoka,3,4,srednja,visoka,prihv
niska,visoka,3,4,veliki,niska,neprihv
niska,visoka,3,4,veliki,srednja,prihv
niska,visoka,3,4,veliki,visoka,vdobar
niska,visoka,3,više,mali,niska,neprihv
niska,visoka,3,više,mali,srednja,prihv
niska,visoka,3,više,mali,visoka,prihv
niska,visoka,3,više,srednja,niska,neprihv
niska,visoka,3,više,srednja,srednja,prihv
niska,visoka,3,više,srednja,visoka,vdobar
niska,visoka,3,više,veliki,niska,neprihv
niska,visoka,3,više,veliki,srednja,prihv
niska,visoka,3,više,veliki,visoka,vdobar
niska,visoka,4,2,mali,niska,neprihv
niska,visoka,4,2,mali,srednja,neprihv
niska,visoka,4,2,mali,visoka,neprihv
niska,visoka,4,2,srednja,niska,neprihv
niska,visoka,4,2,srednja,srednja,neprihv
niska,visoka,4,2,srednja,visoka,neprihv
niska,visoka,4,2,veliki,niska,neprihv
niska,visoka,4,2,veliki,srednja,neprihv
niska,visoka,4,2,veliki,visoka,neprihv
niska,visoka,4,4,mali,niska,neprihv
niska,visoka,4,4,mali,srednja,prihv
niska,visoka,4,4,mali,visoka,prihv
niska,visoka,4,4,srednja,niska,neprihv
niska,visoka,4,4,srednja,srednja,prihv
niska,visoka,4,4,srednja,visoka,vdobar
niska,visoka,4,4,veliki,niska,neprihv
niska,visoka,4,4,veliki,srednja,prihv
niska,visoka,4,4,veliki,visoka,vdobar
niska,visoka,4,više,mali,niska,neprihv
niska,visoka,4,više,mali,srednja,prihv
niska,visoka,4,više,mali,visoka,prihv
niska,visoka,4,više,srednja,niska,neprihv
niska,visoka,4,više,srednja,srednja,prihv
niska,visoka,4,više,srednja,visoka,vdobar
niska,visoka,4,više,veliki,niska,neprihv
niska,visoka,4,više,veliki,srednja,prihv
niska,visoka,4,više,veliki,visoka,vdobar
niska,visoka,5više,2,mali,niska,neprihv
niska,visoka,5više,2,mali,srednja,neprihv
niska,visoka,5više,2,mali,visoka,neprihv
niska,visoka,5više,2,srednja,niska,neprihv
niska,visoka,5više,2,srednja,srednja,neprihv
niska,visoka,5više,2,srednja,visoka,neprihv
niska,visoka,5više,2,veliki,niska,neprihv
niska,visoka,5više,2,veliki,srednja,neprihv
niska,visoka,5više,2,veliki,visoka,neprihv
niska,visoka,5više,4,mali,niska,neprihv
niska,visoka,5više,4,mali,srednja,prihv
niska,visoka,5više,4,mali,visoka,prihv
niska,visoka,5više,4,srednja,niska,neprihv
niska,visoka,5više,4,srednja,srednja,prihv
niska,visoka,5više,4,srednja,visoka,vdobar
niska,visoka,5više,4,veliki,niska,neprihv
niska,visoka,5više,4,veliki,srednja,prihv
niska,visoka,5više,4,veliki,visoka,vdobar
niska,visoka,5više,više,mali,niska,neprihv
niska,visoka,5više,više,mali,srednja,prihv
niska,visoka,5više,više,mali,visoka,prihv
niska,visoka,5više,više,srednja,niska,neprihv
niska,visoka,5više,više,srednja,srednja,prihv
niska,visoka,5više,više,srednja,visoka,vdobar
niska,visoka,5više,više,veliki,niska,neprihv
niska,visoka,5više,više,veliki,srednja,prihv
niska,visoka,5više,više,veliki,visoka,vdobar
niska,srednja,2,2,mali,niska,neprihv
niska,srednja,2,2,mali,srednja,neprihv
niska,srednja,2,2,mali,visoka,neprihv
niska,srednja,2,2,srednja,niska,neprihv
niska,srednja,2,2,srednja,srednja,neprihv
niska,srednja,2,2,srednja,visoka,neprihv
niska,srednja,2,2,veliki,niska,neprihv
niska,srednja,2,2,veliki,srednja,neprihv
niska,srednja,2,2,veliki,visoka,neprihv
niska,srednja,2,4,mali,niska,neprihv
niska,srednja,2,4,mali,srednja,prihv
niska,srednja,2,4,mali,visoka,dobar
niska,srednja,2,4,srednja,niska,neprihv
niska,srednja,2,4,srednja,srednja,prihv
niska,srednja,2,4,srednja,visoka,dobar
niska,srednja,2,4,veliki,niska,neprihv
niska,srednja,2,4,veliki,srednja,dobar
niska,srednja,2,4,veliki,visoka,vdobar
niska,srednja,2,više,mali,niska,neprihv
niska,srednja,2,više,mali,srednja,neprihv
niska,srednja,2,više,mali,visoka,neprihv
niska,srednja,2,više,srednja,niska,neprihv
niska,srednja,2,više,srednja,srednja,prihv
niska,srednja,2,više,srednja,visoka,dobar
niska,srednja,2,više,veliki,niska,neprihv
niska,srednja,2,više,veliki,srednja,dobar
niska,srednja,2,više,veliki,visoka,vdobar
niska,srednja,3,2,mali,niska,neprihv
niska,srednja,3,2,mali,srednja,neprihv
niska,srednja,3,2,mali,visoka,neprihv
niska,srednja,3,2,srednja,niska,neprihv
niska,srednja,3,2,srednja,srednja,neprihv
niska,srednja,3,2,srednja,visoka,neprihv
niska,srednja,3,2,veliki,niska,neprihv
niska,srednja,3,2,veliki,srednja,neprihv
niska,srednja,3,2,veliki,visoka,neprihv
niska,srednja,3,4,mali,niska,neprihv
niska,srednja,3,4,mali,srednja,prihv
niska,srednja,3,4,mali,visoka,dobar
niska,srednja,3,4,srednja,niska,neprihv
niska,srednja,3,4,srednja,srednja,prihv
niska,srednja,3,4,srednja,visoka,dobar
niska,srednja,3,4,veliki,niska,neprihv
niska,srednja,3,4,veliki,srednja,dobar
niska,srednja,3,4,veliki,visoka,vdobar
niska,srednja,3,više,mali,niska,neprihv
niska,srednja,3,više,mali,srednja,prihv
niska,srednja,3,više,mali,visoka,dobar
niska,srednja,3,više,srednja,niska,neprihv
niska,srednja,3,više,srednja,srednja,dobar
niska,srednja,3,više,srednja,visoka,vdobar
niska,srednja,3,više,veliki,niska,neprihv
niska,srednja,3,više,veliki,srednja,dobar
niska,srednja,3,više,veliki,visoka,vdobar
niska,srednja,4,2,mali,niska,neprihv
niska,srednja,4,2,mali,srednja,neprihv
niska,srednja,4,2,mali,visoka,neprihv
niska,srednja,4,2,srednja,niska,neprihv
niska,srednja,4,2,srednja,srednja,neprihv
niska,srednja,4,2,srednja,visoka,neprihv
niska,srednja,4,2,veliki,niska,neprihv
niska,srednja,4,2,veliki,srednja,neprihv
niska,srednja,4,2,veliki,visoka,neprihv
niska,srednja,4,4,mali,niska,neprihv
niska,srednja,4,4,mali,srednja,prihv
niska,srednja,4,4,mali,visoka,dobar
niska,srednja,4,4,srednja,niska,neprihv
niska,srednja,4,4,srednja,srednja,dobar
niska,srednja,4,4,srednja,visoka,vdobar
niska,srednja,4,4,veliki,niska,neprihv
niska,srednja,4,4,veliki,srednja,dobar
niska,srednja,4,4,veliki,visoka,vdobar
niska,srednja,4,više,mali,niska,neprihv
niska,srednja,4,više,mali,srednja,prihv
niska,srednja,4,više,mali,visoka,dobar
niska,srednja,4,više,srednja,niska,neprihv
niska,srednja,4,više,srednja,srednja,dobar
niska,srednja,4,više,srednja,visoka,vdobar
niska,srednja,4,više,veliki,niska,neprihv
niska,srednja,4,više,veliki,srednja,dobar
niska,srednja,4,više,veliki,visoka,vdobar
niska,srednja,5više,2,mali,niska,neprihv
niska,srednja,5više,2,mali,srednja,neprihv
niska,srednja,5više,2,mali,visoka,neprihv
niska,srednja,5više,2,srednja,niska,neprihv
niska,srednja,5više,2,srednja,srednja,neprihv
niska,srednja,5više,2,srednja,visoka,neprihv
niska,srednja,5više,2,veliki,niska,neprihv
niska,srednja,5više,2,veliki,srednja,neprihv
niska,srednja,5više,2,veliki,visoka,neprihv
niska,srednja,5više,4,mali,niska,neprihv
niska,srednja,5više,4,mali,srednja,prihv
niska,srednja,5više,4,mali,visoka,dobar
niska,srednja,5više,4,srednja,niska,neprihv
niska,srednja,5više,4,srednja,srednja,dobar
niska,srednja,5više,4,srednja,visoka,vdobar
niska,srednja,5više,4,veliki,niska,neprihv
niska,srednja,5više,4,veliki,srednja,dobar
niska,srednja,5više,4,veliki,visoka,vdobar
niska,srednja,5više,više,mali,niska,neprihv
niska,srednja,5više,više,mali,srednja,prihv
niska,srednja,5više,više,mali,visoka,dobar
niska,srednja,5više,više,srednja,niska,neprihv
niska,srednja,5više,više,srednja,srednja,dobar
niska,srednja,5više,više,srednja,visoka,vdobar
niska,srednja,5više,više,veliki,niska,neprihv
niska,srednja,5više,više,veliki,srednja,dobar
niska,srednja,5više,više,veliki,visoka,vdobar
niska,niska,2,2,mali,niska,neprihv
niska,niska,2,2,mali,srednja,neprihv
niska,niska,2,2,mali,visoka,neprihv
niska,niska,2,2,srednja,niska,neprihv
niska,niska,2,2,srednja,srednja,neprihv
niska,niska,2,2,srednja,visoka,neprihv
niska,niska,2,2,veliki,niska,neprihv
niska,niska,2,2,veliki,srednja,neprihv
niska,niska,2,2,veliki,visoka,neprihv
niska,niska,2,4,mali,niska,neprihv
niska,niska,2,4,mali,srednja,prihv
niska,niska,2,4,mali,visoka,dobar
niska,niska,2,4,srednja,niska,neprihv
niska,niska,2,4,srednja,srednja,prihv
niska,niska,2,4,srednja,visoka,dobar
niska,niska,2,4,veliki,niska,neprihv
niska,niska,2,4,veliki,srednja,dobar
niska,niska,2,4,veliki,visoka,vdobar
niska,niska,2,više,mali,niska,neprihv
niska,niska,2,više,mali,srednja,neprihv
niska,niska,2,više,mali,visoka,neprihv
niska,niska,2,više,srednja,niska,neprihv
niska,niska,2,više,srednja,srednja,prihv
niska,niska,2,više,srednja,visoka,dobar
niska,niska,2,više,veliki,niska,neprihv
niska,niska,2,više,veliki,srednja,dobar
niska,niska,2,više,veliki,visoka,vdobar
niska,niska,3,2,mali,niska,neprihv
niska,niska,3,2,mali,srednja,neprihv
niska,niska,3,2,mali,visoka,neprihv
niska,niska,3,2,srednja,niska,neprihv
niska,niska,3,2,srednja,srednja,neprihv
niska,niska,3,2,srednja,visoka,neprihv
niska,niska,3,2,veliki,niska,neprihv
niska,niska,3,2,veliki,srednja,neprihv
niska,niska,3,2,veliki,visoka,neprihv
niska,niska,3,4,mali,niska,neprihv
niska,niska,3,4,mali,srednja,prihv
niska,niska,3,4,mali,visoka,dobar
niska,niska,3,4,srednja,niska,neprihv
niska,niska,3,4,srednja,srednja,prihv
niska,niska,3,4,srednja,visoka,dobar
niska,niska,3,4,veliki,niska,neprihv
niska,niska,3,4,veliki,srednja,dobar
niska,niska,3,4,veliki,visoka,vdobar
niska,niska,3,više,mali,niska,neprihv
niska,niska,3,više,mali,srednja,prihv
niska,niska,3,više,mali,visoka,dobar
niska,niska,3,više,srednja,niska,neprihv
niska,niska,3,više,srednja,srednja,dobar
niska,niska,3,više,srednja,visoka,vdobar
niska,niska,3,više,veliki,niska,neprihv
niska,niska,3,više,veliki,srednja,dobar
niska,niska,3,više,veliki,visoka,vdobar
niska,niska,4,2,mali,niska,neprihv
niska,niska,4,2,mali,srednja,neprihv
niska,niska,4,2,mali,visoka,neprihv
niska,niska,4,2,srednja,niska,neprihv
niska,niska,4,2,srednja,srednja,neprihv
